id,score
4112d61851461f60,0.4048767685890198
09e418c93a776564,0.31984034180641174
36baf228038e314b,0.43249183893203735
1f37ead645e7f0c8,0.44883251190185547
71a5b6ad068d531f,0.22682541608810425
474c874d0c07bd21,0.21807044744491577
442c114ed5c4e3c9,0.32805177569389343
b8ae62ea5e1d8bdb,0.31257379055023193
faaddaf8fcba8a3f,0.29930251836776733
ae0262c02566d2ce,0.3747761845588684
a8808e31641e856d,0.3077618479728699
16ae4b99d3601e60,0.3358863592147827
25c555ca3d5a2092,0.43610385060310364
5203a36c501f1b7c,0.3567951023578644
b9fdc772bb8fd61c,0.3324335813522339
7aa5908a77a7ec24,0.5046437382698059
d19ef3979396d47e,0.32346034049987793
fd83613b7843f5e1,0.3788154125213623
2a619016908bfa45,0.3980962336063385
733979d75f59770d,0.25342997908592224
6546846df17f9800,0.6444774866104126
3ff0e7a35015be69,0.29964369535446167
12ca31f018a2e2b9,0.25241872668266296
03ba802ed4029e4d,0.24220693111419678
c404f8b378cbb008,0.3097335994243622
78243984c02a72e4,0.4735998213291168
de51114bc0faec3e,0.5227141380310059
7e3aff857f056bf9,0.39471209049224854
26c3c6dc6174b589,0.4736317992210388
b892011ab2e2cabc,0.2753794193267822
8247ff562ca185cc,0.24418304860591888
c057aecbba832387,0.41699397563934326
9f2279ce667b21dc,0.2612352967262268
b9ea2b06a878df6f,0.6279081106185913
79795133c30ef097,0.25278666615486145
25522ee5411e63e9,0.49580931663513184
